time,RRP
1517509800,63.05
1517511600,67.38
1517513400,83.85
1517515200,88.36
1517517000,89.67
1517518800,97.96
1517520600,89.72
1517522400,91.93
1517524200,86.1
1517526000,88.65
1517527800,79.48
1517529600,77.46
1517531400,74.19
1517533200,75.85
1517535000,69.51
1517536800,69.24
1517538600,66.46
1517540400,78.11
1517542200,78.04
1517544000,87.34
1517545800,78.34
1517547600,77.95
1517549400,75.74
1517551200,93.84
1517553000,96.24
1517554800,102.42
1517556600,86.32
1517558400,98.34
1517560200,95.79
1517562000,97.87
1517563800,85.52
1517565600,82.64
1517567400,77.21
1517569200,79.39
1517571000,106.61
1517572800,94.94
1517574600,92.17
1517576400,72.14
1517578200,81.27
1517580000,98.82
1517581800,69.66
1517583600,48.86
1517585400,55.69
1517587200,57.36
1517589000,52.13
1517590800,56.99
1517592600,53.04
1517594400,52.65
1517596200,52.72
1517598000,57.25
1517599800,57.34
1517601600,62.12
1517603400,61.8
1517605200,98.42
1517607000,79.7
1517608800,102.8
1517610600,79.16
1517612400,79.79
1517614200,94.36
1517616000,95.34
1517617800,117.18
1517619600,105.08
1517621400,92.7
1517623200,90.09
1517625000,95.21
1517626800,102.9
1517628600,104.79
1517630400,126.66
1517632200,129.81
1517634000,115.86
1517635800,114.01
1517637600,131.42
1517639400,122.69
1517641200,126.08
1517643000,121.27
1517644800,114.49
1517646600,108.26
1517648400,104.51
1517650200,102.29
1517652000,98.95
1517653800,97.66
1517655600,94.4
1517657400,96.2
1517659200,114.51
1517661000,102.99
1517662800,95.41
1517664600,119.94
1517666400,126.54
1517668200,117.07
1517670000,84.66
1517671800,75.69
1517673600,63.79
1517675400,66.36
1517677200,87.27
1517679000,88.97
1517680800,90.81
1517682600,91.12
1517684400,97.88
1517686200,106.24
1517688000,97.71
1517689800,95.58
1517691600,100.11
1517693400,111.88
1517695200,139.48
1517697000,129.27
1517698800,112.3
1517700600,103.93
1517702400,97.44
1517704200,117.39
1517706000,139.02
1517707800,137.12
1517709600,144.26
1517711400,117.13
1517713200,133.43
1517715000,116.52
1517716800,128.24
1517718600,193.23
1517720400,125.07
1517722200,140.86
1517724000,120.63
1517725800,126.37
1517727600,132.3
1517729400,144.69
1517731200,140.17
1517733000,129.32
1517734800,123.51
1517736600,110.83
1517738400,107.71
1517740200,96.39
1517742000,88.98
1517743800,97.83
1517745600,90.62
1517747400,91.57
1517749200,89.34
1517751000,111.5
1517752800,165.21
1517754600,80.82
1517756400,82.85
1517758200,86.09
1517760000,85.69
1517761800,78.69
1517763600,78.69
1517765400,79.43
1517767200,88.25
1517769000,98.84
1517770800,119.15
1517772600,130.82
1517774400,123.67
1517776200,135.09
1517778000,155.36
1517779800,160.67
1517781600,165.75
1517783400,139.14
1517785200,126.39
1517787000,121.67
1517788800,125.43
1517790600,128.02
1517792400,143.57
1517794200,131.57
1517796000,148.6
1517797800,137.98
1517799600,140.9
1517801400,144.5
1517803200,138.34
1517805000,145.94
1517806800,141.0
1517808600,148.53
1517810400,157.4
1517812200,169.63
1517814000,136.15
1517815800,120.88
1517817600,110.15
1517819400,130.24
1517821200,113.67
1517823000,107.58
1517824800,92.47
1517826600,104.97
1517828400,94.9
1517830200,104.26
1517832000,93.76
1517833800,86.03
1517835600,82.2
1517837400,81.65
1517839200,90.59
1517841000,77.94
1517842800,51.59
1517844600,65.84
1517846400,74.29
1517848200,78.27
1517850000,72.18
1517851800,74.93
1517853600,72.22
1517855400,74.59
1517857200,74.66
1517859000,91.45
1517860800,124.41
1517862600,109.09
1517864400,105.11
1517866200,91.43
1517868000,108.23
1517869800,124.03
1517871600,134.75
1517873400,150.01
1517875200,127.96
1517877000,138.79
1517878800,143.45
1517880600,137.11
1517882400,157.83
1517884200,139.8
1517886000,143.35
1517887800,173.41
1517889600,180.9
1517891400,144.92
1517893200,146.97
1517895000,177.38
1517896800,168.85
1517898600,173.77
1517900400,151.07
1517902200,137.95
1517904000,134.22
1517905800,130.4
1517907600,147.7
1517909400,136.27
1517911200,133.76
1517913000,122.12
1517914800,87.97
1517916600,111.54
1517918400,98.79
1517920200,90.41
1517922000,73.69
1517923800,87.99
1517925600,111.85
1517927400,65.28
1517929200,60.18
1517931000,63.81
1517932800,48.78
1517934600,48.03
1517936400,52.37
1517938200,43.21
1517940000,48.66
1517941800,62.32
1517943600,71.2
1517945400,84.91
1517947200,87.52
1517949000,99.61
1517950800,119.32
1517952600,91.92
1517954400,106.54
1517956200,121.75
1517958000,142.34
1517959800,174.04
1517961600,174.61
1517963400,183.35
1517965200,175.81
1517967000,141.91
1517968800,164.32
1517970600,145.68
1517972400,136.97
1517974200,338.11
1517976000,2356.96
1517977800,218.32
1517979600,495.86
1517981400,2184.75
1517983200,8001.25
1517985000,4531.01
1517986800,4588.9
1517988600,195.56
1517990400,220.65
1517992200,226.93
1517994000,316.09
1517995800,339.25
1517997600,353.34
1517999400,264.17
1518001200,135.5
1518003000,196.47
1518004800,180.0
1518006600,182.29
1518008400,110.63
1518010200,117.58
1518012000,106.51
1518013800,75.99
1518015600,61.84
1518017400,-52.94
1518019200,69.43
1518021000,86.58
1518022800,78.18
1518024600,78.99
1518026400,88.63
1518028200,98.27
1518030000,96.55
1518031800,148.18
1518033600,114.97
1518035400,153.44
1518037200,159.96
1518039000,94.86
1518040800,106.09
1518042600,124.68
1518044400,130.89
1518046200,124.1
1518048000,118.66
1518049800,127.16
1518051600,118.03
1518053400,115.53
1518055200,130.4
1518057000,176.36
1518058800,158.74
1518060600,184.69
1518062400,150.41
1518064200,136.63
1518066000,150.1
1518067800,396.65
1518069600,297.28
1518071400,155.3
1518073200,197.38
1518075000,184.0
1518076800,304.13
1518078600,390.02
1518080400,290.67
1518082200,217.76
1518084000,156.35
1518085800,186.92
1518087600,111.66
1518089400,106.92
1518091200,94.52
1518093000,107.01
1518094800,114.76
1518096600,131.29
1518098400,197.07
1518100200,146.26
1518102000,129.12
1518103800,109.7
1518105600,107.29
1518107400,95.98
1518109200,92.39
1518111000,103.52
1518112800,88.73
1518114600,86.01
1518116400,112.11
1518118200,156.35
1518120000,108.44
1518121800,120.57
1518123600,131.63
1518125400,143.66
1518127200,172.58
1518129000,149.28
1518130800,149.73
1518132600,174.69
1518134400,146.62
1518136200,140.63
1518138000,127.0
1518139800,121.27
1518141600,122.25
1518143400,127.32
1518145200,125.95
1518147000,136.03
1518148800,130.08
1518150600,135.67
1518152400,183.07
1518154200,168.04
1518156000,176.28
1518157800,204.41
1518159600,469.66
1518161400,236.48
1518163200,131.75
1518165000,197.99
1518166800,213.69
1518168600,143.72
1518170400,142.7
1518172200,142.73
1518174000,159.94
1518175800,165.42
1518177600,214.35
1518179400,150.82
1518181200,110.64
1518183000,127.92
1518184800,138.7
1518186600,112.32
1518188400,152.07
1518190200,134.34
1518192000,105.0
1518193800,125.99
1518195600,99.92
1518197400,97.15
1518199200,94.49
1518201000,86.01
1518202800,81.96
1518204600,93.36
1518206400,80.66
1518208200,76.64
1518210000,83.22
1518211800,106.53
1518213600,102.6
1518215400,124.4
1518217200,201.07
1518219000,146.99
1518220800,117.52
1518222600,113.66
1518224400,80.57
1518226200,89.44
1518228000,89.99
1518229800,116.46
1518231600,94.99
1518233400,67.05
1518235200,59.7
1518237000,64.03
1518238800,68.42
1518240600,73.26
1518242400,88.82
1518244200,87.14
1518246000,91.52
1518247800,110.28
1518249600,99.41
1518251400,88.82
1518253200,87.22
1518255000,79.07
1518256800,79.43
1518258600,82.53
1518260400,77.54
1518262200,76.58
1518264000,69.61
1518265800,74.22
1518267600,63.34
1518269400,65.91
1518271200,71.53
1518273000,67.2
1518274800,63.03
1518276600,61.68
1518278400,58.0
1518280200,54.34
1518282000,53.81
1518283800,53.71
1518285600,53.52
1518287400,55.83
1518289200,56.55
1518291000,60.67
1518292800,52.37
1518294600,61.55
1518296400,70.89
1518298200,76.11
1518300000,75.29
1518301800,71.04
1518303600,73.76
1518305400,69.89
1518307200,64.48
1518309000,62.69
1518310800,68.34
1518312600,64.62
1518314400,68.08
1518316200,71.27
1518318000,71.16
1518319800,75.9
1518321600,74.04
1518323400,73.54
1518325200,74.21
1518327000,73.93
1518328800,72.99
1518330600,75.93
1518332400,76.01
1518334200,76.12
1518336000,73.77
1518337800,71.28
1518339600,69.36
1518341400,68.86
1518343200,71.0
1518345000,74.1
1518346800,86.0
1518348600,75.74
1518350400,81.2
1518352200,76.74
1518354000,78.12
1518355800,94.63
1518357600,111.21
1518359400,83.95
1518361200,81.76
1518363000,78.7
1518364800,80.97
1518366600,78.6
1518368400,80.05
1518370200,78.29
1518372000,84.51
1518373800,88.94
1518375600,91.73
1518377400,109.07
1518379200,118.01
1518381000,130.86
1518382800,123.11
1518384600,119.74
1518386400,117.6
1518388200,123.68
1518390000,113.99
1518391800,101.59
1518393600,112.74
1518395400,102.81
1518397200,102.42
1518399000,91.37
1518400800,95.34
1518402600,98.23
1518404400,110.68
1518406200,103.07
1518408000,116.36
1518409800,114.1
1518411600,112.34
1518413400,115.61
1518415200,107.43
1518417000,103.75
1518418800,101.85
1518420600,100.09
1518422400,98.94
1518424200,90.67
1518426000,95.62
1518427800,100.9
1518429600,89.29
1518431400,87.72
1518433200,89.8
1518435000,93.47
1518436800,92.55
1518438600,96.68
1518440400,94.13
1518442200,95.77
1518444000,119.38
1518445800,101.0
1518447600,88.99
1518449400,86.5
1518451200,93.08
1518453000,92.62
1518454800,88.84
1518456600,95.7
1518458400,87.67
1518460200,85.28
1518462000,91.27
1518463800,84.89
1518465600,91.54
1518467400,117.89
1518469200,123.66
1518471000,121.14
1518472800,111.07
1518474600,120.59
1518476400,123.1
1518478200,125.42
1518480000,116.22
1518481800,114.53
1518483600,118.1
1518485400,119.19
1518487200,120.12
1518489000,119.33
1518490800,118.98
1518492600,117.5
1518494400,111.83
1518496200,115.08
1518498000,129.58
1518499800,119.33
1518501600,110.09
1518503400,117.03
1518505200,121.3
1518507000,108.28
1518508800,110.25
1518510600,118.56
1518512400,144.78
1518514200,130.9
1518516000,136.86
1518517800,147.76
1518519600,130.49
1518521400,130.09
1518523200,130.64
1518525000,105.91
1518526800,100.69
1518528600,104.59
1518530400,116.3
1518532200,109.17
1518534000,93.89
1518535800,76.9
1518537600,68.85
1518539400,55.98
1518541200,42.6
1518543000,41.78
1518544800,40.27
1518546600,39.32
1518548400,45.82
1518550200,72.69
1518552000,81.4
1518553800,70.99
1518555600,80.31
1518557400,74.96
1518559200,80.97
1518561000,77.57
1518562800,69.73
1518564600,69.23
1518566400,62.19
1518568200,67.82
1518570000,67.03
1518571800,59.59
1518573600,63.31
1518575400,70.04
1518577200,39.38
1518579000,46.69
1518580800,52.34
1518582600,77.04
1518584400,77.54
1518586200,60.01
1518588000,87.72
1518589800,-7.61
1518591600,76.68
1518593400,94.15
1518595200,84.72
1518597000,111.61
1518598800,93.87
1518600600,101.48
1518602400,126.89
1518604200,120.74
1518606000,94.58
1518607800,80.0
1518609600,75.65
1518611400,71.27
1518613200,74.68
1518615000,80.27
1518616800,80.72
1518618600,78.53
1518620400,78.25
1518622200,81.03
1518624000,84.38
1518625800,81.3
1518627600,76.05
1518629400,77.35
1518631200,75.44
1518633000,79.48
1518634800,80.02
1518636600,103.75
1518638400,106.68
1518640200,126.77
1518642000,115.63
1518643800,104.68
1518645600,94.46
1518647400,95.89
1518649200,83.87
1518651000,89.85
1518652800,86.39
1518654600,83.75
1518656400,100.66
1518658200,98.01
1518660000,89.6
1518661800,83.35
1518663600,82.5
1518665400,104.07
1518667200,98.93
1518669000,91.43
1518670800,92.25
1518672600,92.55
1518674400,92.16
1518676200,78.58
1518678000,65.97
1518679800,65.09
1518681600,66.77
1518683400,92.52
1518685200,95.51
1518687000,105.53
1518688800,97.9
1518690600,104.07
1518692400,91.11
1518694200,87.97
1518696000,81.49
1518697800,87.04
1518699600,84.43
1518701400,94.16
1518703200,112.17
1518705000,86.03
1518706800,89.0
1518708600,91.31
1518710400,88.5
1518712200,88.44
1518714000,86.21
1518715800,84.07
1518717600,82.18
1518719400,81.28
1518721200,81.94
1518723000,97.95
1518724800,92.02
1518726600,104.13
1518728400,111.18
1518730200,105.05
1518732000,105.97
1518733800,102.37
1518735600,101.05
1518737400,101.89
1518739200,102.69
1518741000,100.23
1518742800,98.14
1518744600,97.67
1518746400,93.51
1518748200,89.93
1518750000,89.2
1518751800,88.58
1518753600,83.33
1518755400,84.05
1518757200,94.44
1518759000,103.76
1518760800,120.8
1518762600,103.79
1518764400,107.02
1518766200,97.71
1518768000,89.07
1518769800,87.0
1518771600,102.26
1518773400,87.44
1518775200,97.94
1518777000,99.67
1518778800,89.23
1518780600,79.61
1518782400,78.05
1518784200,75.75
1518786000,76.65
1518787800,78.69
1518789600,91.73
1518791400,88.14
1518793200,90.9
1518795000,78.18
1518796800,78.3
1518798600,77.35
1518800400,75.91
1518802200,74.75
1518804000,72.37
1518805800,70.86
1518807600,74.88
1518809400,78.05
1518811200,82.79
1518813000,97.37
1518814800,83.82
1518816600,100.15
1518818400,81.34
1518820200,89.55
1518822000,85.97
1518823800,86.92
1518825600,82.84
1518827400,83.15
1518829200,99.94
1518831000,86.58
1518832800,82.31
1518834600,78.67
1518836400,78.55
1518838200,82.28
1518840000,90.3
1518841800,92.22
1518843600,94.83
1518845400,98.05
1518847200,103.65
1518849000,99.16
1518850800,97.77
1518852600,89.0
1518854400,93.26
1518856200,94.1
1518858000,91.84
1518859800,91.23
1518861600,97.67
1518863400,90.01
1518865200,88.14
1518867000,83.85
1518868800,78.33
1518870600,82.22
1518872400,76.05
1518874200,87.54
1518876000,84.75
1518877800,86.43
1518879600,73.86
1518881400,64.07
1518883200,58.33
1518885000,54.4
1518886800,53.5
1518888600,54.98
1518890400,55.99
1518892200,53.34
1518894000,52.69
1518895800,52.77
1518897600,44.1
1518899400,51.66
1518901200,55.87
1518903000,59.08
1518904800,60.36
1518906600,73.36
1518908400,98.01
1518910200,82.33
1518912000,80.68
1518913800,78.17
1518915600,75.62
1518917400,74.81
1518919200,68.97
1518921000,73.57
1518922800,84.34
1518924600,81.06
1518926400,88.72
1518928200,93.89
1518930000,94.3
1518931800,105.03
1518933600,114.86
1518935400,88.06
1518937200,89.57
1518939000,91.01
1518940800,88.69
1518942600,89.0
1518944400,89.0
1518946200,89.0
1518948000,90.23
1518949800,88.05
1518951600,82.85
1518953400,77.83
1518955200,71.45
1518957000,71.2
1518958800,74.4
1518960600,82.64
1518962400,77.88
1518964200,74.23
1518966000,66.65
1518967800,52.16
1518969600,53.97
1518971400,59.36
1518973200,52.14
1518975000,49.43
1518976800,51.77
1518978600,50.89
1518980400,55.11
1518982200,72.56
1518984000,71.47
1518985800,66.97
1518987600,77.83
1518989400,66.8
1518991200,66.41
1518993000,65.58
1518994800,64.21
1518996600,61.77
1518998400,66.46
1519000200,70.08
1519002000,67.71
1519003800,71.06
1519005600,77.29
1519007400,78.69
1519009200,78.62
1519011000,78.7
1519012800,78.71
1519014600,77.57
1519016400,79.15
1519018200,83.51
1519020000,88.56
1519021800,76.42
1519023600,79.34
1519025400,80.89
1519027200,77.76
1519029000,73.23
1519030800,84.78
1519032600,85.73
1519034400,87.56
1519036200,82.65
1519038000,67.5
1519039800,58.47
1519041600,53.87
1519043400,58.37
1519045200,54.27
1519047000,62.02
1519048800,64.41
1519050600,55.5
1519052400,46.91
1519054200,32.53
1519056000,34.54
1519057800,50.69
1519059600,49.04
1519061400,53.29
1519063200,51.97
1519065000,55.5
1519066800,58.95
1519068600,61.2
1519070400,60.26
1519072200,77.34
1519074000,77.9
1519075800,65.56
1519077600,69.0
1519079400,70.03
1519081200,75.59
1519083000,78.49
1519084800,81.31
1519086600,85.95
1519088400,99.67
1519090200,88.84
1519092000,94.02
1519093800,101.34
1519095600,105.0
1519097400,105.0
1519099200,91.91
1519101000,91.0
1519102800,104.53
1519104600,121.23
1519106400,127.95
1519108200,133.46
1519110000,124.7
1519111800,115.56
1519113600,105.21
1519115400,104.25
1519117200,100.41
1519119000,91.14
1519120800,90.64
1519122600,93.57
1519124400,98.47
1519126200,87.03
1519128000,85.15
1519129800,79.98
1519131600,67.01
1519133400,83.73
1519135200,96.36
1519137000,102.92
1519138800,87.66
1519140600,75.99
1519142400,73.41
1519144200,70.49
1519146000,69.79
1519147800,65.51
1519149600,64.77
1519151400,63.41
1519153200,60.77
1519155000,81.41
1519156800,71.73
1519158600,76.96
1519160400,89.0
1519162200,87.29
1519164000,89.0
1519165800,90.55
1519167600,89.0
1519169400,88.49
1519171200,89.0
1519173000,89.57
1519174800,100.8
1519176600,89.66
1519178400,89.0
1519180200,93.83
1519182000,117.31
1519183800,98.05
1519185600,122.68
1519187400,110.72
1519189200,124.45
1519191000,110.37
1519192800,107.2
1519194600,93.46
1519196400,91.51
1519198200,90.14
1519200000,88.88
1519201800,85.6
1519203600,93.82
1519205400,97.68
1519207200,118.71
1519209000,110.37
1519210800,99.95
1519212600,93.27
1519214400,80.92
1519216200,83.38
1519218000,88.41
1519219800,105.24
1519221600,123.51
1519223400,113.39
1519225200,68.59
1519227000,68.73
1519228800,69.2
1519230600,65.75
1519232400,63.65
1519234200,63.84
1519236000,62.69
1519237800,62.69
1519239600,63.53
1519241400,80.08
1519243200,92.55
1519245000,80.06
1519246800,86.35
1519248600,80.69
1519250400,89.22
1519252200,98.44
1519254000,104.31
1519255800,101.08
1519257600,101.47
1519259400,102.29
1519261200,99.47
1519263000,92.6
1519264800,103.72
1519266600,104.34
1519268400,109.57
1519270200,105.35
1519272000,110.58
1519273800,108.19
1519275600,115.34
1519277400,122.56
1519279200,110.6
1519281000,105.0
1519282800,104.82
1519284600,105.0
1519286400,105.0
1519288200,102.24
1519290000,94.01
1519291800,91.11
1519293600,86.55
1519295400,85.78
1519297200,93.16
1519299000,66.78
1519300800,77.03
1519302600,78.83
1519304400,71.01
1519306200,104.08
1519308000,121.32
1519309800,71.91
1519311600,66.0
1519313400,55.74
1519315200,59.49
1519317000,52.26
1519318800,57.87
1519320600,56.97
1519322400,55.76
1519324200,55.73
1519326000,56.01
1519327800,59.49
1519329600,72.14
1519331400,84.02
1519333200,90.22
1519335000,87.67
1519336800,92.1
1519338600,103.73
1519340400,103.24
1519342200,99.75
1519344000,101.47
1519345800,90.84
1519347600,85.82
1519349400,82.59
1519351200,81.44
1519353000,81.82
1519354800,80.55
1519356600,76.52
1519358400,78.43
1519360200,83.13
1519362000,88.89
1519363800,89.57
1519365600,93.63
1519367400,96.41
1519369200,90.48
1519371000,89.45
1519372800,88.21
1519374600,88.29
1519376400,89.0
1519378200,90.6
1519380000,91.46
1519381800,94.65
1519383600,119.47
1519385400,103.63
1519387200,94.55
1519389000,91.11
1519390800,83.2
1519392600,79.15
1519394400,79.33
1519396200,70.53
1519398000,69.72
1519399800,65.68
1519401600,63.3
1519403400,63.02
1519405200,63.1
1519407000,54.91
1519408800,42.77
1519410600,49.39
1519412400,50.24
1519414200,49.06
1519416000,58.07
1519417800,58.73
1519419600,63.86
1519421400,74.69
1519423200,100.39
1519425000,81.11
1519426800,83.78
1519428600,100.54
1519430400,101.0
1519432200,83.7
1519434000,87.96
1519435800,76.58
1519437600,85.75
1519439400,76.62
1519441200,80.47
1519443000,90.62
1519444800,89.5
1519446600,80.96
1519448400,80.08
1519450200,77.25
1519452000,72.94
1519453800,73.19
1519455600,73.5
1519457400,76.6
1519459200,78.76
1519461000,67.81
1519462800,76.06
1519464600,89.12
1519466400,86.02
1519468200,100.7
1519470000,84.9
1519471800,80.36
1519473600,77.59
1519475400,83.88
1519477200,80.61
1519479000,76.62
1519480800,79.84
1519482600,76.89
1519484400,77.05
1519486200,71.1
1519488000,70.82
1519489800,70.19
1519491600,69.01
1519493400,66.14
1519495200,61.62
1519497000,62.13
1519498800,59.3
1519500600,64.08
1519502400,67.87
1519504200,70.46
1519506000,65.41
1519507800,68.71
1519509600,65.57
1519511400,55.87
1519513200,55.45
1519515000,65.97
1519516800,63.56
1519518600,62.02
1519520400,61.12
1519522200,57.37
1519524000,57.02
1519525800,56.44
1519527600,58.55
1519529400,48.85
1519531200,45.66
1519533000,39.35
1519534800,44.28
1519536600,44.9
1519538400,54.6
1519540200,63.78
1519542000,74.77
1519543800,71.07
1519545600,69.84
1519547400,68.12
1519549200,71.87
1519551000,67.2
1519552800,69.06
1519554600,64.39
1519556400,63.11
1519558200,62.81
1519560000,60.96
1519561800,62.83
1519563600,66.34
1519565400,66.26
1519567200,70.33
1519569000,67.31
1519570800,63.74
1519572600,52.25
1519574400,58.37
1519576200,62.88
1519578000,61.95
1519579800,59.3
1519581600,61.1
1519583400,65.89
1519585200,76.05
1519587000,98.26
1519588800,102.56
1519590600,92.91
1519592400,98.61
1519594200,79.2
1519596000,89.59
1519597800,91.31
1519599600,89.72
1519601400,89.0
1519603200,89.97
1519605000,90.4
1519606800,88.88
1519608600,88.33
1519610400,84.94
1519612200,83.86
1519614000,89.36
1519615800,90.89
1519617600,89.65
1519619400,85.91
1519621200,88.06
1519623000,91.13
1519624800,90.17
1519626600,100.48
1519628400,96.67
1519630200,95.38
1519632000,97.66
1519633800,95.84
1519635600,93.71
1519637400,85.04
1519639200,86.1
1519641000,75.41
1519642800,65.04
1519644600,62.81
1519646400,61.18
1519648200,60.82
1519650000,64.24
1519651800,67.43
1519653600,68.35
1519655400,62.34
1519657200,51.43
1519659000,45.77
1519660800,39.31
1519662600,28.23
1519664400,16.97
1519666200,16.34
1519668000,25.68
1519669800,39.16
1519671600,53.23
1519673400,65.7
1519675200,66.74
1519677000,76.1
1519678800,76.06
1519680600,65.36
1519682400,65.31
1519684200,70.89
1519686000,66.63
1519687800,67.7
1519689600,63.07
1519691400,63.16
1519693200,65.34
1519695000,64.49
1519696800,64.79
1519698600,73.06
1519700400,80.91
1519702200,91.41
1519704000,95.1
1519705800,93.77
1519707600,105.94
1519709400,103.87
1519711200,103.42
1519713000,104.31
1519714800,104.88
1519716600,104.59
1519718400,104.5
1519720200,101.09
1519722000,99.01
1519723800,92.78
1519725600,93.5
1519727400,91.09
1519729200,84.42
1519731000,86.11
1519732800,74.2
1519734600,67.76
1519736400,69.22
1519738200,71.27
1519740000,67.88
1519741800,54.79
1519743600,34.76
1519745400,36.6
1519747200,36.13
1519749000,37.91
1519750800,36.87
1519752600,37.35
1519754400,38.82
1519756200,37.71
1519758000,46.89
1519759800,72.21
1519761600,78.35
1519763400,92.75
1519765200,94.94
1519767000,74.49
1519768800,75.35
1519770600,70.31
1519772400,62.87
1519774200,64.19
1519776000,62.82
1519777800,67.76
1519779600,68.33
1519781400,64.75
1519783200,59.78
1519785000,58.94
1519786800,60.18
1519788600,60.92
1519790400,65.31
1519792200,68.13
1519794000,69.88
1519795800,66.32
1519797600,72.07
1519799400,78.85
1519801200,81.17
1519803000,73.07
1519804800,69.06
1519806600,70.57
1519808400,75.52
1519810200,86.37
1519812000,87.91
1519813800,90.56
1519815600,98.65
1519817400,74.79
1519819200,67.63
1519821000,75.22
1519822800,69.98
1519824600,77.33
1519826400,85.07
1519828200,68.44
1519830000,64.94
1519831800,60.97
1519833600,62.57
1519835400,63.12
1519837200,65.59
1519839000,63.32
1519840800,63.88
1519842600,69.49
1519844400,75.0
1519846200,100.06
1519848000,110.31
1519849800,92.03
1519851600,94.58
1519853400,78.24
1519855200,75.35
1519857000,68.32
1519858800,67.05
1519860600,68.66
1519862400,66.1
1519864200,73.32
1519866000,73.15
1519867800,75.13
1519869600,73.37
1519871400,89.76
1519873200,72.71
1519875000,73.32
1519876800,74.81
1519878600,76.81
1519880400,82.01
1519882200,89.91
1519884000,94.77
1519885800,99.38
1519887600,107.77
1519889400,94.84
1519891200,109.63
1519893000,105.04
1519894800,85.88
1519896600,92.38
1519898400,86.37
1519900200,73.73
1519902000,87.64
1519903800,71.99
1519905600,64.97
1519907400,70.22
1519909200,71.13
1519911000,79.63
1519912800,109.22
1519914600,100.3
1519916400,82.54
1519918200,73.56
1519920000,78.76
1519921800,74.04
1519923600,77.63
1519925400,78.07
1519927200,77.39
1519929000,73.95
1519930800,72.97
1519932600,81.31
1519934400,86.23
1519936200,97.72
1519938000,123.27
1519939800,118.84
1519941600,105.47
1519943400,95.11
1519945200,88.41
1519947000,92.34
1519948800,97.54
1519950600,98.73
1519952400,104.25
1519954200,102.98
1519956000,101.93
1519957800,104.42
1519959600,101.97
1519961400,103.17
1519963200,104.83
1519965000,107.37
1519966800,105.89
1519968600,114.12
1519970400,116.87
1519972200,124.46
1519974000,126.52
1519975800,120.25
1519977600,119.07
1519979400,115.86
1519981200,105.79
1519983000,98.51
1519984800,103.03
1519986600,103.95
1519988400,94.53
1519990200,106.93
1519992000,116.23
1519993800,102.76
1519995600,98.57
1519997400,116.45
1519999200,130.64
1520001000,104.9
1520002800,111.44
1520004600,103.54
1520006400,131.7
1520008200,93.54
1520010000,86.67
1520011800,85.42
1520013600,84.45
1520015400,73.35
1520017200,72.69
1520019000,74.74
1520020800,74.97
1520022600,82.55
1520024400,85.43
1520026200,83.31
1520028000,89.7
1520029800,93.54
1520031600,90.56
1520033400,88.74
1520035200,87.59
1520037000,86.52
1520038800,85.65
1520040600,79.78
1520042400,76.63
1520044200,75.28
1520046000,77.8
1520047800,74.24
1520049600,80.25
1520051400,89.13
1520053200,85.23
1520055000,77.54
1520056800,77.43
1520058600,80.25
1520060400,81.24
1520062200,83.65
1520064000,79.5
1520065800,76.09
1520067600,78.79
1520069400,77.47
1520071200,76.83
1520073000,79.43
1520074800,77.41
1520076600,73.11
1520078400,69.29
1520080200,71.08
1520082000,59.68
1520083800,63.18
1520085600,65.17
1520087400,62.22
1520089200,59.65
1520091000,60.6
1520092800,59.21
1520094600,56.07
1520096400,54.61
1520098200,57.3
1520100000,56.33
1520101800,58.55
1520103600,59.94
1520105400,63.72
1520107200,63.91
1520109000,64.14
1520110800,67.23
1520112600,71.38
1520114400,72.54
1520116200,72.42
1520118000,78.34
1520119800,78.9
1520121600,83.45
1520123400,87.65
1520125200,91.91
1520127000,82.01
1520128800,78.0
1520130600,74.7
1520132400,76.91
1520134200,75.59
1520136000,76.54
1520137800,75.18
1520139600,78.53
1520141400,76.87
1520143200,78.49
1520145000,86.36
1520146800,86.17
1520148600,90.54
1520150400,83.5
1520152200,75.34
1520154000,70.49
1520155800,71.67
1520157600,72.56
1520159400,70.74
1520161200,73.03
1520163000,69.43
1520164800,72.1
1520166600,80.42
1520168400,68.66
1520170200,69.81
1520172000,82.17
1520173800,72.75
1520175600,68.1
1520177400,63.0
1520179200,61.72
1520181000,58.22
1520182800,56.21
1520184600,57.25
1520186400,54.17
1520188200,55.36
1520190000,57.18
1520191800,69.3
1520193600,77.3
1520195400,80.38
1520197200,87.85
1520199000,84.52
1520200800,82.06
1520202600,83.73
1520204400,75.56
1520206200,72.04
1520208000,68.56
1520209800,71.66
1520211600,75.95
1520213400,76.92
1520215200,72.25
1520217000,72.26
1520218800,71.51
1520220600,67.26
1520222400,64.69
1520224200,59.52
1520226000,62.88
1520227800,65.27
1520229600,60.86
1520231400,63.37
1520233200,60.23
1520235000,62.5
1520236800,64.99
1520238600,62.33
1520240400,62.62
1520242200,64.68
1520244000,65.86
1520245800,62.64
1520247600,61.14
1520249400,58.59
1520251200,53.33
1520253000,52.13
1520254800,56.07
1520256600,59.31
1520258400,60.68
1520260200,56.53
1520262000,53.34
1520263800,50.41
1520265600,42.79
1520267400,16.32
1520269200,12.4
1520271000,11.91
1520272800,11.85
1520274600,41.65
1520276400,52.76
1520278200,60.8
1520280000,64.53
1520281800,70.83
1520283600,76.14
1520285400,63.63
1520287200,64.8
1520289000,65.77
1520290800,60.38
1520292600,57.93
1520294400,58.8
1520296200,56.48
1520298000,54.27
1520299800,53.2
1520301600,56.06
1520303400,55.28
1520305200,52.59
