time,kW
1530704100,0.0
1530704400,0.0
1530704700,0.0
1530705000,0.0
1530705300,0.0
1530705600,0.0
1530705900,0.0
1530706200,0.0
1530706500,0.0
1530706800,0.0
1530707100,0.0
1530707400,0.0
1530707700,0.0
1530708000,0.0
1530708300,0.0
1530708600,0.0
1530708900,0.0
1530709200,0.0
1530709500,0.0
1530709800,0.0
1530710100,0.0
1530710400,0.0
1530710700,0.0
1530711000,0.0
1530711300,0.0
1530711600,0.0
1530711900,0.0
1530712200,0.0
1530712500,0.0
1530712800,0.0
1530713100,0.0
1530713400,0.0
1530713700,0.0
1530714000,0.0
1530714300,0.0
1530714600,0.0
1530714900,0.0
1530715200,0.0
1530715500,0.0
1530715800,0.0
1530716100,0.0
1530716400,0.0
1530716700,0.0
1530717000,0.0
1530717300,0.0
1530717600,0.0
1530717900,0.0
1530718200,0.0
1530718500,0.0
1530718800,0.0
1530719100,0.0
1530719400,0.0
1530719700,0.0
1530720000,0.0
1530720300,0.0
1530720600,0.0
1530720900,0.0
1530721200,0.0
1530721500,0.0
1530721800,0.0
1530722100,0.0
1530722400,0.0
1530722700,0.0
1530723000,0.0
1530723300,0.0
1530723600,0.0
1530723900,0.0
1530724200,0.0
1530724500,0.0
1530724800,0.0
1530725100,0.0
1530725400,0.0
1530725700,0.0
1530726000,0.0
1530726300,0.0
1530726600,0.0
1530726900,0.0
1530727200,0.0
1530727500,0.0
1530727800,0.0
1530728100,0.0
1530728400,0.0
1530728700,0.0
1530729000,0.0
1530729300,0.0
1530729600,0.0
1530729900,0.0
1530730200,0.0
1530730500,0.0
1530730800,0.0
1530731100,0.0
1530731400,0.0
1530731700,0.0
1530732000,0.0
1530732300,0.0
1530732600,0.0
1530732900,0.0
1530733200,0.0
1530733500,0.0
1530733800,0.0
1530734100,0.0
1530734400,0.0
1530734700,0.0
1530735000,0.0
1530735300,0.0
1530735600,0.0
1530735900,0.0
1530736200,0.0
1530736500,0.0
1530736800,0.0
1530737100,0.0
1530737400,0.0
1530737700,0.0
1530738000,0.0
1530738300,0.0
1530738600,0.0
1530738900,0.0
1530739200,0.0
1530739500,0.0
1530739800,-0.10737500110444298
1530740100,-0.28979477118370006
1530740400,-0.7543099104230999
1530740700,-1.8214307708255002
1530741000,-2.9532701547756903
1530741300,-3.937727102423578
1530741600,-5.548582755050695
1530741900,-7.202612088868411
1530742200,-10.09277005080491
1530742500,-14.048126126700542
1530742800,-17.169620127309777
1530743100,-20.34016673208714
1530743400,-23.424694612834937
1530743700,-30.666209297094493
1530744000,-36.52465525536474
1530744300,-40.918593036301736
1530744600,-49.131254210558225
1530744900,-53.017912099781135
1530745200,-56.73080109674921
1530745500,-65.82503953636734
1530745800,-67.91631112788369
1530746100,-73.63183317377137
1530746400,-80.62126128390591
1530746700,-90.62838528481865
1530747000,-99.77564279804479
1530747300,-105.15734806777374
1530747600,-110.09230616186872
1530747900,-111.20901671522955
1530748200,-118.76983148079684
1530748500,-127.69623956187581
1530748800,-135.74168469824272
1530749100,-142.42813807972527
1530749400,-149.6700670656177
1530749700,-161.3061765271392
1530750000,-151.97574986155286
1530750300,-161.936802810353
1530750600,-172.05698738365342
1530750900,-177.57974395736946
1530751200,-186.76434626321023
